Name,Sector,Instrument,Assets(Rs_Cr.),funds_name
State Bank of India,Financial,Equity,12048.686,Nippon India Value Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,10658.452999999998,Nippon India Value Fund Direct Growth
Hindustan Petroleum Corporation Ltd.,Energy,Equity,8341.398,Nippon India Value Fund Direct Growth
SBI Life Insurance Company Ltd.,Insurance,Equity,7414.576,Nippon India Value Fund Direct Growth
NTPC Ltd.,Energy,Equity,7414.576,Nippon India Value Fund Direct Growth
HDFC Life Insurance Co Ltd.,Insurance,Equity,6951.164999999999,Nippon India Value Fund Direct Growth
Power Finance Corporation Ltd.,Financial,Equity,6487.753999999999,Nippon India Value Fund Direct Growth
Bank Of Baroda,Financial,Equity,6487.753999999999,Nippon India Value Fund Direct Growth
Tata Motors Ltd.,Automobile,Equity,6487.753999999999,Nippon India Value Fund Direct Growth
Fortis Healthcare Ltd.,Healthcare,Equity,6487.753999999999,Nippon India Value Fund Direct Growth
Dixon Technologies (India) Ltd.,Capital Goods,Equity,6024.343,Nippon India Value Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,5560.932,Nippon India Value Fund Direct Growth
Torrent Pharmaceuticals Ltd.,Healthcare,Equity,5560.932,Nippon India Value Fund Direct Growth
Zee Entertainment Enterprises Ltd.,Services,Equity,5097.521,Nippon India Value Fund Direct Growth
Divi's Laboratories Ltd.,Healthcare,Equity,4634.11,Nippon India Value Fund Direct Growth
Equitas Small Finance Bank Ltd.,Financial,Equity,4634.11,Nippon India Value Fund Direct Growth
Max Financial Services Ltd.,Financial,Equity,4634.11,Nippon India Value Fund Direct Growth
Siemens Ltd.,Capital Goods,Equity,4170.699,Nippon India Value Fund Direct Growth
Tech Mahindra Ltd.,Technology,Equity,4170.699,Nippon India Value Fund Direct Growth
Tata Steel Ltd.,Metals & Mining,Equity,4170.699,Nippon India Value Fund Direct Growth
Cholamandalam Financial Holdings Ltd.,Financial,Equity,4170.699,Nippon India Value Fund Direct Growth
Bharat Electronics Ltd.,Capital Goods,Equity,4170.699,Nippon India Value Fund Direct Growth
Zensar Technologies Ltd.,Technology,Equity,4170.699,Nippon India Value Fund Direct Growth
AU Small Finance Bank Ltd.,Financial,Equity,3707.288,Nippon India Value Fund Direct Growth
EIH Ltd.,Services,Equity,3707.288,Nippon India Value Fund Direct Growth
Coal India Ltd.,Energy,Equity,3707.288,Nippon India Value Fund Direct Growth
Samvardhana Motherson International Ltd.,Automobile,Equity,3707.288,Nippon India Value Fund Direct Growth
Jindal Steel & Power Ltd.,Metals & Mining,Equity,3707.288,Nippon India Value Fund Direct Growth
Bajaj Auto Ltd.,Automobile,Equity,3707.288,Nippon India Value Fund Direct Growth
Oberoi Realty Ltd.,Construction,Equity,3707.288,Nippon India Value Fund Direct Growth
Power Grid Corporation Of India Ltd.,Energy,Equity,3707.288,Nippon India Value Fund Direct Growth
Alkem Laboratories Ltd.,Healthcare,Equity,3707.288,Nippon India Value Fund Direct Growth
Intellect Design Arena Ltd.,Technology,Equity,3707.288,Nippon India Value Fund Direct Growth
Aditya Birla Fashion and Retail Ltd.,Services,Equity,3243.8769999999995,Nippon India Value Fund Direct Growth
The Phoenix Mills Ltd.,Construction,Equity,3243.8769999999995,Nippon India Value Fund Direct Growth
United Spirits Ltd.,Consumer Staples,Equity,3243.8769999999995,Nippon India Value Fund Direct Growth
Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,2780.466,Nippon India Value Fund Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,2780.466,Nippon India Value Fund Direct Growth
Sapphire Foods India Ltd.,Services,Equity,2780.466,Nippon India Value Fund Direct Growth
Bharat Petroleum Corporation Ltd.,Energy,Equity,2780.466,Nippon India Value Fund Direct Growth
LIC Housing Finance Ltd.,Financial,Equity,2780.466,Nippon India Value Fund Direct Growth
Hindustan Aeronautics Ltd.,Capital Goods,Equity,2317.055,Nippon India Value Fund Direct Growth
Electronics Mart India Ltd.,Services,Equity,2317.055,Nippon India Value Fund Direct Growth
Adani Ports and Special Economic Zone Ltd.,Services,Equity,2317.055,Nippon India Value Fund Direct Growth
Pfizer Ltd.,Healthcare,Equity,2317.055,Nippon India Value Fund Direct Growth
SRF Ltd.,Diversified,Equity,1853.644,Nippon India Value Fund Direct Growth
Coforge Ltd.,Technology,Equity,1853.644,Nippon India Value Fund Direct Growth
JM Financial Ltd.,Financial,Equity,1390.233,Nippon India Value Fund Direct Growth
Bandhan Bank Ltd.,Financial,Equity,1390.233,Nippon India Value Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,1390.233,Nippon India Value Fund Direct Growth
Housing Development Finance Corporation Ltd.,Financial,Warrant,926.822,Nippon India Value Fund Direct Growth
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,463.411,Nippon India Value Fund Direct Growth
Metropolis Healthcare Ltd.,Healthcare,Equity,463.411,Nippon India Value Fund Direct Growth
The Federal Bank Ltd.,Financial,Equity,3723.768000000001,Canara Robeco Mid Cap Fund Direct Growth
UNO Minda Ltd.,Automobile,Equity,3620.33,Canara Robeco Mid Cap Fund Direct Growth
Abbott India Ltd.,Healthcare,Equity,3516.8920000000003,Canara Robeco Mid Cap Fund Direct Growth
JK Cement Ltd.,Construction,Equity,3206.5780000000004,Canara Robeco Mid Cap Fund Direct Growth
Persistent Systems Ltd.,Technology,Equity,3103.1400000000003,Canara Robeco Mid Cap Fund Direct Growth
Polycab India Ltd.,Capital Goods,Equity,3103.1400000000003,Canara Robeco Mid Cap Fund Direct Growth
AIA Engineering Ltd.,Metals & Mining,Equity,2999.702,Canara Robeco Mid Cap Fund Direct Growth
Global Health Ltd.,Healthcare,Equity,2896.264,Canara Robeco Mid Cap Fund Direct Growth
Sundram Fasteners Ltd.,Capital Goods,Equity,2792.8260000000005,Canara Robeco Mid Cap Fund Direct Growth
Indian Bank,Financial,Equity,2689.3880000000004,Canara Robeco Mid Cap Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,2689.3880000000004,Canara Robeco Mid Cap Fund Direct Growth
Linde India Ltd.,Chemicals,Equity,2585.9500000000003,Canara Robeco Mid Cap Fund Direct Growth
PI Industries Ltd.,Chemicals,Equity,2585.9500000000003,Canara Robeco Mid Cap Fund Direct Growth
Ashok Leyland Ltd.,Automobile,Equity,2585.9500000000003,Canara Robeco Mid Cap Fund Direct Growth
Max Healthcare Institute Ltd.,Healthcare,Equity,2585.9500000000003,Canara Robeco Mid Cap Fund Direct Growth
Sundaram Finance Ltd.,Financial,Equity,2482.512,Canara Robeco Mid Cap Fund Direct Growth
Astral Ltd.,Chemicals,Equity,2482.512,Canara Robeco Mid Cap Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,2482.512,Canara Robeco Mid Cap Fund Direct Growth
TVS Motor Company Ltd.,Automobile,Equity,2379.074,Canara Robeco Mid Cap Fund Direct Growth
Bharat Forge Ltd.,Automobile,Equity,2172.1980000000003,Canara Robeco Mid Cap Fund Direct Growth
Crisil Ltd.,Services,Equity,2172.1980000000003,Canara Robeco Mid Cap Fund Direct Growth
Bharat Electronics Ltd.,Capital Goods,Equity,2172.1980000000003,Canara Robeco Mid Cap Fund Direct Growth
Navin Fluorine International Ltd.,Chemicals,Equity,1965.322,Canara Robeco Mid Cap Fund Direct Growth
United Breweries Ltd.,Consumer Staples,Equity,1965.322,Canara Robeco Mid Cap Fund Direct Growth
Tata Steel Ltd.,Metals & Mining,Equity,1965.322,Canara Robeco Mid Cap Fund Direct Growth
Ipca Laboratories Ltd.,Healthcare,Equity,1965.322,Canara Robeco Mid Cap Fund Direct Growth
Deepak Nitrite Ltd.,Chemicals,Equity,1861.884,Canara Robeco Mid Cap Fund Direct Growth
Devyani International Ltd.,Services,Equity,1655.0080000000005,Canara Robeco Mid Cap Fund Direct Growth
Avenue Supermarts Ltd.,Services,Equity,1551.5700000000002,Canara Robeco Mid Cap Fund Direct Growth
JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,1344.6940000000002,Canara Robeco Mid Cap Fund Direct Growth
Whirlpool Of India Ltd.,Consumer Discretionary,Equity,1241.256,Canara Robeco Mid Cap Fund Direct Growth
Mphasis Ltd.,Technology,Equity,1137.8180000000002,Canara Robeco Mid Cap Fund Direct Growth
Go Fashion (India) Ltd.,Services,Equity,930.942,Canara Robeco Mid Cap Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,8531.064,Mahindra Manulife Flexi Cap Fund Direct Growth
Infosys Ltd.,Technology,Equity,8168.039999999999,Mahindra Manulife Flexi Cap Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,4810.067999999999,Mahindra Manulife Flexi Cap Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,3267.216,Mahindra Manulife Flexi Cap Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,2904.192,Mahindra Manulife Flexi Cap Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,2450.412,Mahindra Manulife Flexi Cap Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,2268.9,Mahindra Manulife Flexi Cap Fund Direct Growth
Alkem Laboratories Ltd.,Healthcare,Equity,1996.632,Mahindra Manulife Flexi Cap Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,1905.876,Mahindra Manulife Flexi Cap Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,1815.12,Mahindra Manulife Flexi Cap Fund Direct Growth
Indusind Bank Ltd.,Financial,Equity,1815.12,Mahindra Manulife Flexi Cap Fund Direct Growth
Power Grid Corporation Of India Ltd.,Energy,Equity,1724.3639999999998,Mahindra Manulife Flexi Cap Fund Direct Growth
HDFC Life Insurance Co Ltd.,Insurance,Equity,1724.3639999999998,Mahindra Manulife Flexi Cap Fund Direct Growth
Vinati Organics Ltd.,Chemicals,Equity,1542.852,Mahindra Manulife Flexi Cap Fund Direct Growth
DLF Ltd.,Construction,Equity,1542.852,Mahindra Manulife Flexi Cap Fund Direct Growth
Dabur India Ltd.,Consumer Staples,Equity,1452.096,Mahindra Manulife Flexi Cap Fund Direct Growth
Asian Paints Ltd.,Chemicals,Equity,1452.096,Mahindra Manulife Flexi Cap Fund Direct Growth
Narayana Hrudayalaya Ltd.,Healthcare,Equity,1452.096,Mahindra Manulife Flexi Cap Fund Direct Growth
Astral Ltd.,Chemicals,Equity,1452.096,Mahindra Manulife Flexi Cap Fund Direct Growth
Zydus Lifesciences Ltd.,Healthcare,Equity,1361.34,Mahindra Manulife Flexi Cap Fund Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,1361.34,Mahindra Manulife Flexi Cap Fund Direct Growth
The Federal Bank Ltd.,Financial,Equity,1270.5839999999998,Mahindra Manulife Flexi Cap Fund Direct Growth
Tata Motors Ltd. - DVR Ordinary,Automobile,Equity,1179.828,Mahindra Manulife Flexi Cap Fund Direct Growth
Kaynes Technology India Ltd.,Capital Goods,Equity,1179.828,Mahindra Manulife Flexi Cap Fund Direct Growth
Arvind Ltd.,Textiles,Equity,1179.828,Mahindra Manulife Flexi Cap Fund Direct Growth
Sona BLW Precision Forgings Ltd.,Automobile,Equity,998.316,Mahindra Manulife Flexi Cap Fund Direct Growth
NLC India Ltd.,Energy,Equity,907.56,Mahindra Manulife Flexi Cap Fund Direct Growth
Century Plyboards (India) Ltd.,Consumer Staples,Equity,726.048,Mahindra Manulife Flexi Cap Fund Direct Growth
TD Power Systems Ltd.,Capital Goods,Equity,635.2919999999999,Mahindra Manulife Flexi Cap Fund Direct Growth
Bajaj Electricals Ltd.,Consumer Discretionary,Equity,544.536,Mahindra Manulife Flexi Cap Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,12269.226,DSP Focus Direct Plan Growth
Infosys Ltd.,Technology,Equity,10022.748,DSP Focus Direct Plan Growth
Tech Mahindra Ltd.,Technology,Equity,9504.33,DSP Focus Direct Plan Growth
Eicher Motors Ltd.,Automobile,Equity,7949.075999999999,DSP Focus Direct Plan Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,6393.822,DSP Focus Direct Plan Growth
Hindustan Aeronautics Ltd.,Capital Goods,Equity,6221.016,DSP Focus Direct Plan Growth
SBI Life Insurance Company Ltd.,Insurance,Equity,6221.016,DSP Focus Direct Plan Growth
Ultratech Cement Ltd.,Construction,Equity,6048.21,DSP Focus Direct Plan Growth
Emami Ltd.,Consumer Staples,Equity,5356.986,DSP Focus Direct Plan Growth
Persistent Systems Ltd.,Technology,Equity,5184.18,DSP Focus Direct Plan Growth
Tata Motors Ltd.,Automobile,Equity,5184.18,DSP Focus Direct Plan Growth
Supreme Industries Ltd.,Chemicals,Equity,5184.18,DSP Focus Direct Plan Growth
Ipca Laboratories Ltd.,Healthcare,Equity,5184.18,DSP Focus Direct Plan Growth
Alkem Laboratories Ltd.,Healthcare,Equity,5184.18,DSP Focus Direct Plan Growth
Bharat Forge Ltd.,Automobile,Equity,5184.18,DSP Focus Direct Plan Growth
Jubilant FoodWorks Ltd.,Services,Equity,5011.374,DSP Focus Direct Plan Growth
The Phoenix Mills Ltd.,Construction,Equity,4665.762,DSP Focus Direct Plan Growth
Gujarat Gas Ltd.,Energy,Equity,4320.15,DSP Focus Direct Plan Growth
Polycab India Ltd.,Capital Goods,Equity,4320.15,DSP Focus Direct Plan Growth
Century Plyboards (India) Ltd.,Consumer Staples,Equity,3456.12,DSP Focus Direct Plan Growth
Linde India Ltd.,Chemicals,Equity,3110.508,DSP Focus Direct Plan Growth
Container Corporation Of India Ltd.,Services,Equity,1900.866,DSP Focus Direct Plan Growth
Sheela Foam Ltd.,Consumer Discretionary,Equity,864.03,DSP Focus Direct Plan Growth
Bajaj Finance Ltd.,Financial,Equity,127895.74199999998,Axis Focused 25 Direct Plan Growth
Tata Consultancy Services Ltd.,Technology,Equity,124955.61,Axis Focused 25 Direct Plan Growth
Avenue Supermarts Ltd.,Services,Equity,124955.61,Axis Focused 25 Direct Plan Growth
Pidilite Industries Ltd.,Chemicals,Equity,113195.082,Axis Focused 25 Direct Plan Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,104374.686,Axis Focused 25 Direct Plan Growth
Info Edge (India) Ltd.,Services,Equity,82323.696,Axis Focused 25 Direct Plan Growth
Housing Development Finance Corporation Ltd.,Financial,Equity,77913.49799999999,Axis Focused 25 Direct Plan Growth
Shree Cement Ltd.,Construction,Equity,73503.3,Axis Focused 25 Direct Plan Growth
LTIMindtree Ltd.,Technology,Equity,58802.64,Axis Focused 25 Direct Plan Growth
Divi's Laboratories Ltd.,Healthcare,Equity,57332.574,Axis Focused 25 Direct Plan Growth
Reliance Industries Ltd.,Energy,Futures,41161.848,Axis Focused 25 Direct Plan Growth
PI Industries Ltd.,Chemicals,Equity,38221.716,Axis Focused 25 Direct Plan Growth
Asian Paints Ltd.,Chemicals,Equity,38221.716,Axis Focused 25 Direct Plan Growth
Torrent Power Ltd.,Energy,Equity,33811.518,Axis Focused 25 Direct Plan Growth
Asian Paints Ltd.,Chemicals,Futures,32341.452,Axis Focused 25 Direct Plan Growth
Sona BLW Precision Forgings Ltd.,Automobile,Equity,30871.386,Axis Focused 25 Direct Plan Growth
PI Industries Ltd.,Chemicals,Futures,22050.99,Axis Focused 25 Direct Plan Growth
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,22050.99,Axis Focused 25 Direct Plan Growth
Motherson Sumi Wiring India Ltd.,Automobile,Equity,20580.924,Axis Focused 25 Direct Plan Growth
Apollo Hospitals Enterprise Ltd.,Healthcare,Futures,17640.791999999998,Axis Focused 25 Direct Plan Growth
Reliance Industries Ltd.,Energy,Equity,14700.66,Axis Focused 25 Direct Plan Growth
Kotak Mahindra Bank Ltd.,Financial,Futures,13230.594,Axis Focused 25 Direct Plan Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Futures,13230.594,Axis Focused 25 Direct Plan Growth
Mahindra & Mahindra Financial Services Ltd.,Financial,Futures,11760.528,Axis Focused 25 Direct Plan Growth
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,8820.395999999999,Axis Focused 25 Direct Plan Growth
Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,5880.264,Axis Focused 25 Direct Plan Growth
Nestle India Ltd.,Consumer Staples,Futures,5880.264,Axis Focused 25 Direct Plan Growth
Bajaj Finance Ltd.,Financial,Futures,2940.132,Axis Focused 25 Direct Plan Growth
Maruti Suzuki India Ltd.,Automobile,Equity,19783.495,UTI MNC Fund Direct Growth
Nestle India Ltd.,Consumer Staples,Equity,17456.024999999998,UTI MNC Fund Direct Growth
Britannia Industries Ltd.,Consumer Staples,Equity,10939.109,UTI MNC Fund Direct Growth
Mphasis Ltd.,Technology,Equity,10473.615,UTI MNC Fund Direct Growth
United Spirits Ltd.,Consumer Staples,Equity,10008.121,UTI MNC Fund Direct Growth
Grindwell Norton Ltd.,Metals & Mining,Equity,9775.374,UTI MNC Fund Direct Growth
Siemens Ltd.,Capital Goods,Equity,8611.639,UTI MNC Fund Direct Growth
Cummins India Ltd.,Capital Goods,Equity,8146.144999999999,UTI MNC Fund Direct Growth
United Breweries Ltd.,Consumer Staples,Equity,8146.144999999999,UTI MNC Fund Direct Growth
SKF India Ltd.,Capital Goods,Equity,8146.144999999999,UTI MNC Fund Direct Growth
Honeywell Automation India Ltd.,Capital Goods,Equity,8146.144999999999,UTI MNC Fund Direct Growth
Abbott India Ltd.,Healthcare,Equity,7913.397999999999,UTI MNC Fund Direct Growth
Bosch Ltd.,Automobile,Equity,6982.41,UTI MNC Fund Direct Growth
Whirlpool Of India Ltd.,Consumer Discretionary,Equity,6284.169,UTI MNC Fund Direct Growth
Crisil Ltd.,Services,Equity,5120.434,UTI MNC Fund Direct Growth
Escorts Kubota Ltd.,Automobile,Equity,4422.192999999999,UTI MNC Fund Direct Growth
Oracle Financial Services Software Ltd.,Technology,Equity,4422.192999999999,UTI MNC Fund Direct Growth
Bayer CropScience Ltd.,Chemicals,Equity,4422.192999999999,UTI MNC Fund Direct Growth
Timken India Ltd.,Capital Goods,Equity,3491.205,UTI MNC Fund Direct Growth
HDFC Asset Management Company Ltd.,Financial,Equity,3258.458,UTI MNC Fund Direct Growth
ICICI Prudential Life Insurance Company Ltd.,Insurance,Equity,2094.723,UTI MNC Fund Direct Growth
Nippon Life India Asset Management Ltd.,Financial,Equity,1629.2289999999998,UTI MNC Fund Direct Growth
Procter & Gamble Health Ltd.,Healthcare,Equity,1629.2289999999998,UTI MNC Fund Direct Growth
Fortis Healthcare Ltd.,Healthcare,Equity,1163.735,UTI MNC Fund Direct Growth
Gillette India Ltd.,Consumer Staples,Equity,1163.735,UTI MNC Fund Direct Growth
Akzo Nobel India Ltd.,Chemicals,Equity,698.2409999999999,UTI MNC Fund Direct Growth
Huhtamaki India Ltd.,Chemicals,Equity,698.2409999999999,UTI MNC Fund Direct Growth
Jindal Steel & Power Ltd.,Metals & Mining,Equity,5486.292,DSP Natural Resources and New Energy Fund Direct Plan Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,5486.292,DSP Natural Resources and New Energy Fund Direct Plan Growth
Tata Steel Ltd.,Metals & Mining,Equity,5079.900000000001,DSP Natural Resources and New Energy Fund Direct Plan Growth
Reliance Industries Ltd.,Energy,Equity,4808.972,DSP Natural Resources and New Energy Fund Direct Plan Growth
Bharat Petroleum Corporation Ltd.,Energy,Equity,3657.5280000000007,DSP Natural Resources and New Energy Fund Direct Plan Growth
Hindustan Zinc Ltd.,Metals & Mining,Equity,3522.0640000000003,DSP Natural Resources and New Energy Fund Direct Plan Growth
Coal India Ltd.,Energy,Equity,2641.548,DSP Natural Resources and New Energy Fund Direct Plan Growth
Gujarat State Petronet Ltd.,Energy,Equity,2641.548,DSP Natural Resources and New Energy Fund Direct Plan Growth
Hindustan Petroleum Corporation Ltd.,Energy,Equity,2438.3520000000003,DSP Natural Resources and New Energy Fund Direct Plan Growth
Indraprastha Gas Ltd.,Energy,Equity,1625.568,DSP Natural Resources and New Energy Fund Direct Plan Growth
National Aluminium Company Ltd.,Metals & Mining,Equity,1151.444,DSP Natural Resources and New Energy Fund Direct Plan Growth
Gujarat Gas Ltd.,Energy,Equity,1015.98,DSP Natural Resources and New Energy Fund Direct Plan Growth
Petronet LNG Ltd.,Energy,Equity,812.784,DSP Natural Resources and New Energy Fund Direct Plan Growth
HDFC Bank Ltd.,Financial,Equity,1726.362,HSBC Tax Saver Equity Fund Direct Growth
Infosys Ltd.,Technology,Equity,1377.602,HSBC Tax Saver Equity Fund Direct Growth
State Bank of India,Financial,Equity,802.1479999999999,HSBC Tax Saver Equity Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,732.396,HSBC Tax Saver Equity Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,732.396,HSBC Tax Saver Equity Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,540.578,HSBC Tax Saver Equity Fund Direct Growth
DLF Ltd.,Construction,Equity,453.388,HSBC Tax Saver Equity Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,435.95,HSBC Tax Saver Equity Fund Direct Growth
SBI Life Insurance Company Ltd.,Insurance,Equity,418.512,HSBC Tax Saver Equity Fund Direct Growth
PVR Ltd.,Services,Equity,348.76,HSBC Tax Saver Equity Fund Direct Growth
TVS Motor Company Ltd.,Automobile,Equity,313.884,HSBC Tax Saver Equity Fund Direct Growth
The Phoenix Mills Ltd.,Construction,Equity,313.884,HSBC Tax Saver Equity Fund Direct Growth
RateGain Travel Technologies Ltd.,Technology,Equity,313.884,HSBC Tax Saver Equity Fund Direct Growth
JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,279.008,HSBC Tax Saver Equity Fund Direct Growth
Amber Enterprises India Ltd.,Consumer Discretionary,Equity,279.008,HSBC Tax Saver Equity Fund Direct Growth
Lupin Ltd.,Healthcare,Equity,261.57,HSBC Tax Saver Equity Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,261.57,HSBC Tax Saver Equity Fund Direct Growth
Motherson Sumi Wiring India Ltd.,Automobile,Equity,261.57,HSBC Tax Saver Equity Fund Direct Growth
Dixon Technologies (India) Ltd.,Capital Goods,Equity,261.57,HSBC Tax Saver Equity Fund Direct Growth
United Breweries Ltd.,Consumer Staples,Equity,261.57,HSBC Tax Saver Equity Fund Direct Growth
Sona BLW Precision Forgings Ltd.,Automobile,Equity,244.132,HSBC Tax Saver Equity Fund Direct Growth
SRF Ltd.,Diversified,Equity,244.132,HSBC Tax Saver Equity Fund Direct Growth
PNC Infratech Ltd.,Construction,Equity,209.256,HSBC Tax Saver Equity Fund Direct Growth
PI Industries Ltd.,Chemicals,Equity,209.256,HSBC Tax Saver Equity Fund Direct Growth
Container Corporation Of India Ltd.,Services,Equity,191.818,HSBC Tax Saver Equity Fund Direct Growth
AU Small Finance Bank Ltd.,Financial,Equity,191.818,HSBC Tax Saver Equity Fund Direct Growth
Housing Development Finance Corporation Ltd.,Financial,Equity,174.38,HSBC Tax Saver Equity Fund Direct Growth
Gujarat Fluorochemicals Ltd.,Chemicals,Equity,87.19,HSBC Tax Saver Equity Fund Direct Growth
KEC International Ltd.,Capital Goods,Equity,87.19,HSBC Tax Saver Equity Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,7729.535999999999,Baroda BNP Paribas Multi Cap Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,6441.28,Baroda BNP Paribas Multi Cap Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,4830.96,Baroda BNP Paribas Multi Cap Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,4669.928,Baroda BNP Paribas Multi Cap Fund Direct Growth
JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,4347.8640000000005,Baroda BNP Paribas Multi Cap Fund Direct Growth
Dalmia Bharat Ltd.,Construction,Equity,3542.704,Baroda BNP Paribas Multi Cap Fund Direct Growth
Infosys Ltd.,Technology,Equity,3220.64,Baroda BNP Paribas Multi Cap Fund Direct Growth
Ashok Leyland Ltd.,Automobile,Equity,3220.64,Baroda BNP Paribas Multi Cap Fund Direct Growth
State Bank of India,Financial,Equity,3059.608,Baroda BNP Paribas Multi Cap Fund Direct Growth
AU Small Finance Bank Ltd.,Financial,Equity,3059.608,Baroda BNP Paribas Multi Cap Fund Direct Growth
PVR Ltd.,Services,Equity,2898.576,Baroda BNP Paribas Multi Cap Fund Direct Growth
Carborundum Universal Ltd.,Metals & Mining,Equity,2737.544,Baroda BNP Paribas Multi Cap Fund Direct Growth
Nestle India Ltd.,Consumer Staples,Equity,2576.512,Baroda BNP Paribas Multi Cap Fund Direct Growth
Hitachi Energy India Ltd.,Capital Goods,Equity,2576.512,Baroda BNP Paribas Multi Cap Fund Direct Growth
Brigade Enterprises Ltd.,Construction,Equity,2415.48,Baroda BNP Paribas Multi Cap Fund Direct Growth
Coforge Ltd.,Technology,Equity,2415.48,Baroda BNP Paribas Multi Cap Fund Direct Growth
Blue Star Ltd.,Consumer Discretionary,Equity,2415.48,Baroda BNP Paribas Multi Cap Fund Direct Growth
Indusind Bank Ltd.,Financial,Equity,2415.48,Baroda BNP Paribas Multi Cap Fund Direct Growth
Linde India Ltd.,Chemicals,Equity,2415.48,Baroda BNP Paribas Multi Cap Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,2254.448,Baroda BNP Paribas Multi Cap Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,2254.448,Baroda BNP Paribas Multi Cap Fund Direct Growth
PI Industries Ltd.,Chemicals,Equity,2254.448,Baroda BNP Paribas Multi Cap Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,2254.448,Baroda BNP Paribas Multi Cap Fund Direct Growth
UNO Minda Ltd.,Automobile,Equity,2254.448,Baroda BNP Paribas Multi Cap Fund Direct Growth
Siemens Ltd.,Capital Goods,Equity,2093.416,Baroda BNP Paribas Multi Cap Fund Direct Growth
Indoco Remedies Ltd.,Healthcare,Equity,2093.416,Baroda BNP Paribas Multi Cap Fund Direct Growth
Tata Steel Ltd.,Metals & Mining,Equity,2093.416,Baroda BNP Paribas Multi Cap Fund Direct Growth
VIP Industries Ltd.,Chemicals,Equity,1932.384,Baroda BNP Paribas Multi Cap Fund Direct Growth
Gujarat State Petronet Ltd.,Energy,Equity,1932.384,Baroda BNP Paribas Multi Cap Fund Direct Growth
The Phoenix Mills Ltd.,Construction,Equity,1932.384,Baroda BNP Paribas Multi Cap Fund Direct Growth
Persistent Systems Ltd.,Technology,Equity,1932.384,Baroda BNP Paribas Multi Cap Fund Direct Growth
Sundram Fasteners Ltd.,Capital Goods,Equity,1932.384,Baroda BNP Paribas Multi Cap Fund Direct Growth
Timken India Ltd.,Capital Goods,Equity,1932.384,Baroda BNP Paribas Multi Cap Fund Direct Growth
Zydus Lifesciences Ltd.,Healthcare,Equity,1771.352,Baroda BNP Paribas Multi Cap Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,1771.352,Baroda BNP Paribas Multi Cap Fund Direct Growth
Indian Energy Exchange Ltd.,Services,Equity,1771.352,Baroda BNP Paribas Multi Cap Fund Direct Growth
Britannia Industries Ltd.,Consumer Staples,Equity,1771.352,Baroda BNP Paribas Multi Cap Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,1610.32,Baroda BNP Paribas Multi Cap Fund Direct Growth
Fortis Healthcare Ltd.,Healthcare,Equity,1610.32,Baroda BNP Paribas Multi Cap Fund Direct Growth
Max Financial Services Ltd.,Financial,Equity,1610.32,Baroda BNP Paribas Multi Cap Fund Direct Growth
Housing Development Finance Corporation Ltd.,Financial,Warrant,1288.256,Baroda BNP Paribas Multi Cap Fund Direct Growth
