0,1,2,3
aditya-birla-sun-life-esg-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,2.4
aditya-birla-sun-life-esg-fund-direct-growth,Cipla Ltd.,Healthcare,2.3
aditya-birla-sun-life-esg-fund-direct-growth,Ultratech Cement Ltd.,Construction,2.1
mirae-asset-banking-and-financial-services-fund-direct-growth,Reliance Industries Ltd.,Energy,5.9
mirae-asset-banking-and-financial-services-fund-direct-growth,Kotak Liquid - Plan A - Direct Plan-Growth,Financial,5.4
mirae-asset-banking-and-financial-services-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,4.8
mirae-asset-banking-and-financial-services-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,4.0
mirae-asset-banking-and-financial-services-fund-direct-growth,Hindalco Industries Ltd.,Metals & Mining,3.3
mirae-asset-banking-and-financial-services-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,2.9
mirae-asset-banking-and-financial-services-fund-direct-growth,Mahindra & Mahindra Ltd.,Automobile,2.9
mirae-asset-banking-and-financial-services-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,2.4
mirae-asset-banking-and-financial-services-fund-direct-growth,Cipla Ltd.,Healthcare,2.3
mirae-asset-banking-and-financial-services-fund-direct-growth,Ultratech Cement Ltd.,Construction,2.1
icici-prudential-business-cycle-fund-direct-growth,Reliance Industries Ltd.,Energy,5.9
icici-prudential-business-cycle-fund-direct-growth,Kotak Liquid - Plan A - Direct Plan-Growth,Financial,5.4
icici-prudential-business-cycle-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,4.8
icici-prudential-business-cycle-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,4.0
icici-prudential-business-cycle-fund-direct-growth,Hindalco Industries Ltd.,Metals & Mining,3.3
icici-prudential-business-cycle-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,2.9
icici-prudential-business-cycle-fund-direct-growth,Mahindra & Mahindra Ltd.,Automobile,2.9
icici-prudential-business-cycle-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,2.4
icici-prudential-business-cycle-fund-direct-growth,Cipla Ltd.,Healthcare,2.3
icici-prudential-business-cycle-fund-direct-growth,Ultratech Cement Ltd.,Construction,2.1
aditya-birla-sun-life-multi-cap-fund-direct-growth,Reliance Industries Ltd.,Energy,5.9
aditya-birla-sun-life-multi-cap-fund-direct-growth,Kotak Liquid - Plan A - Direct Plan-Growth,Financial,5.4
aditya-birla-sun-life-multi-cap-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,4.8
aditya-birla-sun-life-multi-cap-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,4.0
aditya-birla-sun-life-multi-cap-fund-direct-growth,Hindalco Industries Ltd.,Metals & Mining,3.3
aditya-birla-sun-life-multi-cap-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,2.9
aditya-birla-sun-life-multi-cap-fund-direct-growth,Mahindra & Mahindra Ltd.,Automobile,2.9
aditya-birla-sun-life-multi-cap-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,2.4
aditya-birla-sun-life-multi-cap-fund-direct-growth,Cipla Ltd.,Healthcare,2.3
aditya-birla-sun-life-multi-cap-fund-direct-growth,Ultratech Cement Ltd.,Construction,2.1
mahindra-manulife-flexi-cap-yojana-direct-growth,Reliance Industries Ltd.,Energy,5.9
mahindra-manulife-flexi-cap-yojana-direct-growth,Kotak Liquid - Plan A - Direct Plan-Growth,Financial,5.4
mahindra-manulife-flexi-cap-yojana-direct-growth,Maruti Suzuki India Ltd.,Automobile,4.8
mahindra-manulife-flexi-cap-yojana-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,4.0
mahindra-manulife-flexi-cap-yojana-direct-growth,Hindalco Industries Ltd.,Metals & Mining,3.3
mahindra-manulife-flexi-cap-yojana-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,2.9
mahindra-manulife-flexi-cap-yojana-direct-growth,Mahindra & Mahindra Ltd.,Automobile,2.9
mahindra-manulife-flexi-cap-yojana-direct-growth,Tata Steel Ltd.,Metals & Mining,2.4
mahindra-manulife-flexi-cap-yojana-direct-growth,Cipla Ltd.,Healthcare,2.3
mahindra-manulife-flexi-cap-yojana-direct-growth,Ultratech Cement Ltd.,Construction,2.1
invesco-india-focused-20-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,5.9
invesco-india-focused-20-equity-fund-direct-growth,Kotak Liquid - Plan A - Direct Plan-Growth,Financial,5.4
invesco-india-focused-20-equity-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,4.8
invesco-india-focused-20-equity-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,4.0
invesco-india-focused-20-equity-fund-direct-growth,Hindalco Industries Ltd.,Metals & Mining,3.3
invesco-india-focused-20-equity-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,2.9
invesco-india-focused-20-equity-fund-direct-growth,Mahindra & Mahindra Ltd.,Automobile,2.9
invesco-india-focused-20-equity-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,2.4
invesco-india-focused-20-equity-fund-direct-growth,Cipla Ltd.,Healthcare,2.3
invesco-india-focused-20-equity-fund-direct-growth,Ultratech Cement Ltd.,Construction,2.1
icici-prudential-esg-fund-direct-growth,Reliance Industries Ltd.,Energy,5.9
icici-prudential-esg-fund-direct-growth,Kotak Liquid - Plan A - Direct Plan-Growth,Financial,5.4
icici-prudential-esg-fund-direct-growth,Maruti Suzuki India Ltd.,Automobile,4.8
icici-prudential-esg-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,4.0
icici-prudential-esg-fund-direct-growth,Hindalco Industries Ltd.,Metals & Mining,3.3
icici-prudential-esg-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,2.9
icici-prudential-esg-fund-direct-growth,Mahindra & Mahindra Ltd.,Automobile,2.9
icici-prudential-esg-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,2.4
icici-prudential-esg-fund-direct-growth,Cipla Ltd.,Healthcare,2.3
icici-prudential-esg-fund-direct-growth,Ultratech Cement Ltd.,Construction,2.1
icici-prudential-quant-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
icici-prudential-quant-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
icici-prudential-quant-fund-direct-growth,State Bank of India,Financial,6.0
icici-prudential-quant-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
icici-prudential-quant-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
icici-prudential-quant-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
icici-prudential-quant-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
icici-prudential-quant-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
icici-prudential-quant-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
icici-prudential-quant-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
iti-mid-cap-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
iti-mid-cap-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
iti-mid-cap-fund-direct-growth,State Bank of India,Financial,6.0
iti-mid-cap-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
iti-mid-cap-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
iti-mid-cap-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
iti-mid-cap-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
iti-mid-cap-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
iti-mid-cap-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
iti-mid-cap-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
canara-robeco-focused-equity-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
canara-robeco-focused-equity-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
canara-robeco-focused-equity-fund-direct-growth,State Bank of India,Financial,6.0
canara-robeco-focused-equity-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
canara-robeco-focused-equity-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
canara-robeco-focused-equity-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
canara-robeco-focused-equity-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
canara-robeco-focused-equity-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
canara-robeco-focused-equity-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
canara-robeco-focused-equity-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
pgim-india-small-cap-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
pgim-india-small-cap-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
pgim-india-small-cap-fund-direct-growth,State Bank of India,Financial,6.0
pgim-india-small-cap-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
pgim-india-small-cap-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
pgim-india-small-cap-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
pgim-india-small-cap-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
pgim-india-small-cap-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
pgim-india-small-cap-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
pgim-india-small-cap-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
nippon-india-flexi-cap-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
nippon-india-flexi-cap-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
nippon-india-flexi-cap-fund-direct-growth,State Bank of India,Financial,6.0
nippon-india-flexi-cap-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
nippon-india-flexi-cap-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
nippon-india-flexi-cap-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
nippon-india-flexi-cap-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
nippon-india-flexi-cap-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
nippon-india-flexi-cap-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
nippon-india-flexi-cap-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
baroda-business-cycle-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
baroda-business-cycle-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
baroda-business-cycle-fund-direct-growth,State Bank of India,Financial,6.0
baroda-business-cycle-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
baroda-business-cycle-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
baroda-business-cycle-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
baroda-business-cycle-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
baroda-business-cycle-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
baroda-business-cycle-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
baroda-business-cycle-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
quant-value-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
quant-value-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
quant-value-fund-direct-growth,State Bank of India,Financial,6.0
quant-value-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
quant-value-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
quant-value-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
quant-value-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
quant-value-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
quant-value-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
quant-value-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
tata-focused-equity-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
tata-focused-equity-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
tata-focused-equity-fund-direct-growth,State Bank of India,Financial,6.0
tata-focused-equity-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
tata-focused-equity-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
tata-focused-equity-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
tata-focused-equity-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
tata-focused-equity-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
tata-focused-equity-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
tata-focused-equity-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
aditya-birla-sun-life-psu-equity-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
aditya-birla-sun-life-psu-equity-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
aditya-birla-sun-life-psu-equity-fund-direct-growth,State Bank of India,Financial,6.0
aditya-birla-sun-life-psu-equity-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
aditya-birla-sun-life-psu-equity-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
aditya-birla-sun-life-psu-equity-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
aditya-birla-sun-life-psu-equity-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
aditya-birla-sun-life-psu-equity-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
aditya-birla-sun-life-psu-equity-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
aditya-birla-sun-life-psu-equity-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
idfc-emerging-businesses-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
idfc-emerging-businesses-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
idfc-emerging-businesses-fund-direct-growth,State Bank of India,Financial,6.0
idfc-emerging-businesses-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
idfc-emerging-businesses-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
idfc-emerging-businesses-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
idfc-emerging-businesses-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
idfc-emerging-businesses-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
idfc-emerging-businesses-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
idfc-emerging-businesses-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
principal-small-cap-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
principal-small-cap-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
principal-small-cap-fund-direct-growth,State Bank of India,Financial,6.0
principal-small-cap-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
principal-small-cap-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
principal-small-cap-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
principal-small-cap-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
principal-small-cap-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
principal-small-cap-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
principal-small-cap-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
quantum-india-esg-equity-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
quantum-india-esg-equity-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
quantum-india-esg-equity-fund-direct-growth,State Bank of India,Financial,6.0
quantum-india-esg-equity-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
quantum-india-esg-equity-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
quantum-india-esg-equity-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
quantum-india-esg-equity-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
quantum-india-esg-equity-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
quantum-india-esg-equity-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
quantum-india-esg-equity-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
canara-robeco-value-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
canara-robeco-value-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
canara-robeco-value-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
canara-robeco-value-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
canara-robeco-value-fund-direct-growth,Wipro Ltd.,Technology,7.4
canara-robeco-value-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
canara-robeco-value-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
canara-robeco-value-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
canara-robeco-value-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
canara-robeco-value-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
union-focused-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
union-focused-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
union-focused-fund-direct-growth,State Bank of India,Financial,6.0
union-focused-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
union-focused-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
union-focused-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
union-focused-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
union-focused-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
union-focused-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
union-focused-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
aditya-birla-sun-life-pharma-healthcare-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,7.2
aditya-birla-sun-life-pharma-healthcare-fund-direct-growth,HCL Technologies Ltd.,Technology,7.2
aditya-birla-sun-life-pharma-healthcare-fund-direct-growth,State Bank of India,Financial,6.0
aditya-birla-sun-life-pharma-healthcare-fund-direct-growth,ITC Ltd.,Consumer Staples,5.0
aditya-birla-sun-life-pharma-healthcare-fund-direct-growth,Tech Mahindra Ltd.,Technology,4.8
aditya-birla-sun-life-pharma-healthcare-fund-direct-growth,Britannia Industries Ltd.,Consumer Staples,4.1
aditya-birla-sun-life-pharma-healthcare-fund-direct-growth,Power Grid Corporation of India Ltd.,Energy,4.0
aditya-birla-sun-life-pharma-healthcare-fund-direct-growth,Muthoot Finance Ltd.,Financial,3.8
aditya-birla-sun-life-pharma-healthcare-fund-direct-growth,Bajaj Auto Ltd,Automobile,3.5
aditya-birla-sun-life-pharma-healthcare-fund-direct-growth,Marico Ltd.,Consumer Staples,3.5
axis-esg-equity-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
axis-esg-equity-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
axis-esg-equity-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
axis-esg-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
axis-esg-equity-fund-direct-growth,Wipro Ltd.,Technology,7.4
axis-esg-equity-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
axis-esg-equity-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
axis-esg-equity-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
axis-esg-equity-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
axis-esg-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
icici-prudential-commodities-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
icici-prudential-commodities-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
icici-prudential-commodities-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
icici-prudential-commodities-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
icici-prudential-commodities-fund-direct-growth,Wipro Ltd.,Technology,7.4
icici-prudential-commodities-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
icici-prudential-commodities-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
icici-prudential-commodities-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
icici-prudential-commodities-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
icici-prudential-commodities-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
mahindra-manulife-focused-equity-yojana-direct-growth,Bajaj Finance Ltd.,Financial,10.6
mahindra-manulife-focused-equity-yojana-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
mahindra-manulife-focused-equity-yojana-direct-growth,Avenue Supermarts Ltd.,Services,9.1
mahindra-manulife-focused-equity-yojana-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
mahindra-manulife-focused-equity-yojana-direct-growth,Wipro Ltd.,Technology,7.4
mahindra-manulife-focused-equity-yojana-direct-growth,Info Edge (India) Ltd.,Services,5.7
mahindra-manulife-focused-equity-yojana-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
mahindra-manulife-focused-equity-yojana-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
mahindra-manulife-focused-equity-yojana-direct-growth,Torrent Power Ltd.,Energy,3.8
mahindra-manulife-focused-equity-yojana-direct-growth,HDFC Bank Ltd.,Financial,3.1
axis-special-situations-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
axis-special-situations-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
axis-special-situations-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
axis-special-situations-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
axis-special-situations-fund-direct-growth,Wipro Ltd.,Technology,7.4
axis-special-situations-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
axis-special-situations-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
axis-special-situations-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
axis-special-situations-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
axis-special-situations-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
quant-quantamental-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
quant-quantamental-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
quant-quantamental-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
quant-quantamental-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
quant-quantamental-fund-direct-growth,Wipro Ltd.,Technology,7.4
quant-quantamental-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
quant-quantamental-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
quant-quantamental-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
quant-quantamental-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
quant-quantamental-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
boi-axa-bluechip-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
boi-axa-bluechip-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
boi-axa-bluechip-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
boi-axa-bluechip-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
boi-axa-bluechip-fund-direct-growth,Wipro Ltd.,Technology,7.4
boi-axa-bluechip-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
boi-axa-bluechip-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
boi-axa-bluechip-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
boi-axa-bluechip-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
boi-axa-bluechip-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
iti-pharma-and-healthcare-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
iti-pharma-and-healthcare-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
iti-pharma-and-healthcare-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
iti-pharma-and-healthcare-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
iti-pharma-and-healthcare-fund-direct-growth,Wipro Ltd.,Technology,7.4
iti-pharma-and-healthcare-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
iti-pharma-and-healthcare-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
iti-pharma-and-healthcare-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
iti-pharma-and-healthcare-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
iti-pharma-and-healthcare-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
idfc-multi-cap-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
idfc-multi-cap-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
idfc-multi-cap-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
idfc-multi-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
idfc-multi-cap-fund-direct-growth,Wipro Ltd.,Technology,7.4
idfc-multi-cap-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
idfc-multi-cap-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
idfc-multi-cap-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
idfc-multi-cap-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
idfc-multi-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
invesco-india-flexi-cap-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
invesco-india-flexi-cap-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
invesco-india-flexi-cap-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
invesco-india-flexi-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
invesco-india-flexi-cap-fund-direct-growth,Wipro Ltd.,Technology,7.4
invesco-india-flexi-cap-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
invesco-india-flexi-cap-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
invesco-india-flexi-cap-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
invesco-india-flexi-cap-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
invesco-india-flexi-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
aditya-birla-sun-life-special-opportunities-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
aditya-birla-sun-life-special-opportunities-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
aditya-birla-sun-life-special-opportunities-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
aditya-birla-sun-life-special-opportunities-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
aditya-birla-sun-life-special-opportunities-fund-direct-growth,Wipro Ltd.,Technology,7.4
aditya-birla-sun-life-special-opportunities-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
aditya-birla-sun-life-special-opportunities-fund-direct-growth,Housing Development Finance Corpn. Ltd.,Financial,4.7
aditya-birla-sun-life-special-opportunities-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,4.1
aditya-birla-sun-life-special-opportunities-fund-direct-growth,Torrent Power Ltd.,Energy,3.8
aditya-birla-sun-life-special-opportunities-fund-direct-growth,HDFC Bank Ltd.,Financial,3.1
uti-small-cap-fund-direct-growth,Bajaj Finance Ltd.,Financial,10.6
uti-small-cap-fund-direct-growth,Nestle India Ltd.,Consumer Staples,9.6
uti-small-cap-fund-direct-growth,Avenue Supermarts Ltd.,Services,9.1
uti-small-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,8.4
uti-small-cap-fund-direct-growth,Wipro Ltd.,Technology,7.4
uti-small-cap-fund-direct-growth,Info Edge (India) Ltd.,Services,5.7
