Fund-name,invested-firm,industry,percentage
baroda-bnp-paribas-elss-direct-growth,State Bank of India,Financial,4.8
baroda-bnp-paribas-elss-direct-growth,Larsen & Toubro Ltd.,Construction,4.7
baroda-bnp-paribas-elss-direct-growth,Bharti Airtel Ltd.,Communication,4.0
baroda-bnp-paribas-elss-direct-growth,SBI Life Insurance Company Ltd.,Insurance,3.8
baroda-bnp-paribas-elss-direct-growth,Ultratech Cement Ltd.,Construction,3.3
invesco-india-business-leaders-fund-direct-growth,ICICI Bank Ltd.,Financial,9.6
invesco-india-business-leaders-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,9.4
invesco-india-business-leaders-fund-direct-growth,Infosys Ltd.,Technology,7.7
invesco-india-business-leaders-fund-direct-growth,Reliance Industries Ltd.,Energy,5.7
invesco-india-business-leaders-fund-direct-growth,Axis Bank Ltd.,Financial,5.1
invesco-india-business-leaders-fund-direct-growth,State Bank of India,Financial,4.8
invesco-india-business-leaders-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.7
invesco-india-business-leaders-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.0
invesco-india-business-leaders-fund-direct-growth,SBI Life Insurance Company Ltd.,Insurance,3.8
invesco-india-business-leaders-fund-direct-growth,Ultratech Cement Ltd.,Construction,3.3
birla-sun-life-asset-allocator-multi-manager-fof-scheme-direct-growth,ICICI Bank Ltd.,Financial,9.6
birla-sun-life-asset-allocator-multi-manager-fof-scheme-direct-growth,Housing Development Finance Corporation Ltd.,Financial,9.4
birla-sun-life-asset-allocator-multi-manager-fof-scheme-direct-growth,Infosys Ltd.,Technology,7.7
birla-sun-life-asset-allocator-multi-manager-fof-scheme-direct-growth,Reliance Industries Ltd.,Energy,5.7
birla-sun-life-asset-allocator-multi-manager-fof-scheme-direct-growth,Axis Bank Ltd.,Financial,5.1
birla-sun-life-asset-allocator-multi-manager-fof-scheme-direct-growth,State Bank of India,Financial,4.8
birla-sun-life-asset-allocator-multi-manager-fof-scheme-direct-growth,Larsen & Toubro Ltd.,Construction,4.7
birla-sun-life-asset-allocator-multi-manager-fof-scheme-direct-growth,Bharti Airtel Ltd.,Communication,4.0
birla-sun-life-asset-allocator-multi-manager-fof-scheme-direct-growth,SBI Life Insurance Company Ltd.,Insurance,3.8
birla-sun-life-asset-allocator-multi-manager-fof-scheme-direct-growth,Ultratech Cement Ltd.,Construction,3.3
baroda-bnp-paribas-focused-fund-direct-growth,ICICI Bank Ltd.,Financial,9.6
baroda-bnp-paribas-focused-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,9.4
baroda-bnp-paribas-focused-fund-direct-growth,Infosys Ltd.,Technology,7.7
baroda-bnp-paribas-focused-fund-direct-growth,Reliance Industries Ltd.,Energy,5.7
baroda-bnp-paribas-focused-fund-direct-growth,Axis Bank Ltd.,Financial,5.1
baroda-bnp-paribas-focused-fund-direct-growth,State Bank of India,Financial,4.8
baroda-bnp-paribas-focused-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.7
baroda-bnp-paribas-focused-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.0
baroda-bnp-paribas-focused-fund-direct-growth,SBI Life Insurance Company Ltd.,Insurance,3.8
baroda-bnp-paribas-focused-fund-direct-growth,Ultratech Cement Ltd.,Construction,3.3
idfc-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,9.6
idfc-equity-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,9.4
idfc-equity-fund-direct-growth,Infosys Ltd.,Technology,7.7
idfc-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,5.7
idfc-equity-fund-direct-growth,Axis Bank Ltd.,Financial,5.1
idfc-equity-fund-direct-growth,State Bank of India,Financial,4.8
idfc-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.7
idfc-equity-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.0
idfc-equity-fund-direct-growth,SBI Life Insurance Company Ltd.,Insurance,3.8
idfc-equity-fund-direct-growth,Ultratech Cement Ltd.,Construction,3.3
uti-nifty-next-50-index-fund-direct-growth,ICICI Bank Ltd.,Financial,9.6
uti-nifty-next-50-index-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,9.4
uti-nifty-next-50-index-fund-direct-growth,Infosys Ltd.,Technology,7.7
uti-nifty-next-50-index-fund-direct-growth,Reliance Industries Ltd.,Energy,5.7
uti-nifty-next-50-index-fund-direct-growth,Axis Bank Ltd.,Financial,5.1
uti-nifty-next-50-index-fund-direct-growth,State Bank of India,Financial,4.8
uti-nifty-next-50-index-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.7
uti-nifty-next-50-index-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.0
uti-nifty-next-50-index-fund-direct-growth,SBI Life Insurance Company Ltd.,Insurance,3.8
uti-nifty-next-50-index-fund-direct-growth,Ultratech Cement Ltd.,Construction,3.3
birla-sun-life-commodity-equities-fund-ga-direct-growth,ICICI Bank Ltd.,Financial,9.6
birla-sun-life-commodity-equities-fund-ga-direct-growth,Housing Development Finance Corporation Ltd.,Financial,9.4
birla-sun-life-commodity-equities-fund-ga-direct-growth,Infosys Ltd.,Technology,7.7
birla-sun-life-commodity-equities-fund-ga-direct-growth,Reliance Industries Ltd.,Energy,5.7
birla-sun-life-commodity-equities-fund-ga-direct-growth,Axis Bank Ltd.,Financial,5.1
birla-sun-life-commodity-equities-fund-ga-direct-growth,State Bank of India,Financial,4.8
birla-sun-life-commodity-equities-fund-ga-direct-growth,Larsen & Toubro Ltd.,Construction,4.7
birla-sun-life-commodity-equities-fund-ga-direct-growth,Bharti Airtel Ltd.,Communication,4.0
birla-sun-life-commodity-equities-fund-ga-direct-growth,SBI Life Insurance Company Ltd.,Insurance,3.8
birla-sun-life-commodity-equities-fund-ga-direct-growth,Ultratech Cement Ltd.,Construction,3.3
taurus-taxshield-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
taurus-taxshield-direct-growth,HCL Technologies Ltd.,Technology,7.8
taurus-taxshield-direct-growth,ITC Ltd.,Consumer Staples,7.4
taurus-taxshield-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
taurus-taxshield-direct-growth,Tech Mahindra Ltd.,Technology,5.8
taurus-taxshield-direct-growth,ICICI Bank Ltd.,Financial,5.3
taurus-taxshield-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
taurus-taxshield-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
taurus-taxshield-direct-growth,Axis Bank Ltd.,Financial,4.8
taurus-taxshield-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
motilal-oswal-most-focused-long-term-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
motilal-oswal-most-focused-long-term-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
motilal-oswal-most-focused-long-term-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
motilal-oswal-most-focused-long-term-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
motilal-oswal-most-focused-long-term-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
motilal-oswal-most-focused-long-term-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
motilal-oswal-most-focused-long-term-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
motilal-oswal-most-focused-long-term-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
motilal-oswal-most-focused-long-term-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
motilal-oswal-most-focused-long-term-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
invesco-india-growth-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
invesco-india-growth-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
invesco-india-growth-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
invesco-india-growth-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
invesco-india-growth-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
invesco-india-growth-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
invesco-india-growth-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
invesco-india-growth-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
invesco-india-growth-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
invesco-india-growth-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
hsbc-equity-hybrid-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
hsbc-equity-hybrid-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
hsbc-equity-hybrid-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
hsbc-equity-hybrid-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
hsbc-equity-hybrid-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
hsbc-equity-hybrid-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
hsbc-equity-hybrid-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
hsbc-equity-hybrid-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
hsbc-equity-hybrid-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
hsbc-equity-hybrid-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
sbi-emerg-buss-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
sbi-emerg-buss-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
sbi-emerg-buss-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
sbi-emerg-buss-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
sbi-emerg-buss-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
sbi-emerg-buss-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
sbi-emerg-buss-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
sbi-emerg-buss-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
sbi-emerg-buss-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
sbi-emerg-buss-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
kotak-global-emerging-market-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
kotak-global-emerging-market-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
kotak-global-emerging-market-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
kotak-global-emerging-market-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
kotak-global-emerging-market-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
kotak-global-emerging-market-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
kotak-global-emerging-market-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
kotak-global-emerging-market-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
kotak-global-emerging-market-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
kotak-global-emerging-market-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
dsp-quant-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
dsp-quant-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
dsp-quant-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
dsp-quant-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
dsp-quant-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
dsp-quant-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
dsp-quant-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
dsp-quant-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
dsp-quant-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
dsp-quant-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
nippon-india-tax-saver-elss-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
nippon-india-tax-saver-elss-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
nippon-india-tax-saver-elss-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
nippon-india-tax-saver-elss-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
nippon-india-tax-saver-elss-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
nippon-india-tax-saver-elss-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
nippon-india-tax-saver-elss-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
nippon-india-tax-saver-elss-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
nippon-india-tax-saver-elss-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
nippon-india-tax-saver-elss-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
nippon-india-junior-bees-fof-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
nippon-india-junior-bees-fof-direct-growth,HCL Technologies Ltd.,Technology,7.8
nippon-india-junior-bees-fof-direct-growth,ITC Ltd.,Consumer Staples,7.4
nippon-india-junior-bees-fof-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
nippon-india-junior-bees-fof-direct-growth,Tech Mahindra Ltd.,Technology,5.8
nippon-india-junior-bees-fof-direct-growth,ICICI Bank Ltd.,Financial,5.3
nippon-india-junior-bees-fof-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
nippon-india-junior-bees-fof-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
nippon-india-junior-bees-fof-direct-growth,Axis Bank Ltd.,Financial,4.8
nippon-india-junior-bees-fof-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
idbi-nifty-junior-index-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
idbi-nifty-junior-index-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
idbi-nifty-junior-index-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
idbi-nifty-junior-index-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
idbi-nifty-junior-index-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
idbi-nifty-junior-index-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
idbi-nifty-junior-index-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
idbi-nifty-junior-index-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
idbi-nifty-junior-index-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
idbi-nifty-junior-index-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
dsp-nifty-next-50-index-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
dsp-nifty-next-50-index-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
dsp-nifty-next-50-index-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
dsp-nifty-next-50-index-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
dsp-nifty-next-50-index-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
dsp-nifty-next-50-index-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
dsp-nifty-next-50-index-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
dsp-nifty-next-50-index-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
dsp-nifty-next-50-index-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
dsp-nifty-next-50-index-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
icici-prudential-nifty-next-50-index-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
icici-prudential-nifty-next-50-index-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
icici-prudential-nifty-next-50-index-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
icici-prudential-nifty-next-50-index-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
icici-prudential-nifty-next-50-index-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
icici-prudential-nifty-next-50-index-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
icici-prudential-nifty-next-50-index-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
icici-prudential-nifty-next-50-index-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
icici-prudential-nifty-next-50-index-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
icici-prudential-nifty-next-50-index-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
invesco-india-tax-plan-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
invesco-india-tax-plan-direct-growth,HCL Technologies Ltd.,Technology,7.8
invesco-india-tax-plan-direct-growth,ITC Ltd.,Consumer Staples,7.4
invesco-india-tax-plan-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
invesco-india-tax-plan-direct-growth,Tech Mahindra Ltd.,Technology,5.8
invesco-india-tax-plan-direct-growth,ICICI Bank Ltd.,Financial,5.3
invesco-india-tax-plan-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
invesco-india-tax-plan-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
invesco-india-tax-plan-direct-growth,Axis Bank Ltd.,Financial,4.8
invesco-india-tax-plan-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
kotak-us-equity-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
kotak-us-equity-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
kotak-us-equity-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
kotak-us-equity-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
kotak-us-equity-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
kotak-us-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
kotak-us-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
kotak-us-equity-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
kotak-us-equity-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
kotak-us-equity-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
motilal-oswal-nifty-next-50-index-fund-direct-growth,Housing Development Finance Corporation Ltd.,Financial,8.6
motilal-oswal-nifty-next-50-index-fund-direct-growth,HCL Technologies Ltd.,Technology,7.8
motilal-oswal-nifty-next-50-index-fund-direct-growth,ITC Ltd.,Consumer Staples,7.4
motilal-oswal-nifty-next-50-index-fund-direct-growth,Bajaj Holdings & Investment Ltd.,Financial,6.1
motilal-oswal-nifty-next-50-index-fund-direct-growth,Tech Mahindra Ltd.,Technology,5.8
motilal-oswal-nifty-next-50-index-fund-direct-growth,ICICI Bank Ltd.,Financial,5.3
motilal-oswal-nifty-next-50-index-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
motilal-oswal-nifty-next-50-index-fund-direct-growth,Narayana Hrudayalaya Ltd.,Healthcare,4.9
motilal-oswal-nifty-next-50-index-fund-direct-growth,Axis Bank Ltd.,Financial,4.8
motilal-oswal-nifty-next-50-index-fund-direct-growth,Gujarat Pipavav Port Ltd.,Services,4.5
shriram-long-term-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,9.2
shriram-long-term-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,8.7
shriram-long-term-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,6.9
shriram-long-term-equity-fund-direct-growth,Infosys Ltd.,Technology,6.5
shriram-long-term-equity-fund-direct-growth,State Bank of India,Financial,5.3
shriram-long-term-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
shriram-long-term-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
shriram-long-term-equity-fund-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
shriram-long-term-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
shriram-long-term-equity-fund-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
sbi-magnum-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,9.2
sbi-magnum-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,8.7
sbi-magnum-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,6.9
sbi-magnum-equity-fund-direct-growth,Infosys Ltd.,Technology,6.5
sbi-magnum-equity-fund-direct-growth,State Bank of India,Financial,5.3
sbi-magnum-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
sbi-magnum-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
sbi-magnum-equity-fund-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
sbi-magnum-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
sbi-magnum-equity-fund-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
hsbc-managed-solutions-india-growth-direct-growth,Reliance Industries Ltd.,Energy,9.2
hsbc-managed-solutions-india-growth-direct-growth,ICICI Bank Ltd.,Financial,8.7
hsbc-managed-solutions-india-growth-direct-growth,HDFC Bank Ltd.,Financial,6.9
hsbc-managed-solutions-india-growth-direct-growth,Infosys Ltd.,Technology,6.5
hsbc-managed-solutions-india-growth-direct-growth,State Bank of India,Financial,5.3
hsbc-managed-solutions-india-growth-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
hsbc-managed-solutions-india-growth-direct-growth,Axis Bank Ltd.,Financial,3.8
hsbc-managed-solutions-india-growth-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
hsbc-managed-solutions-india-growth-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
hsbc-managed-solutions-india-growth-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
edelweiss-us-value-equity-offshore-fund-direct,Reliance Industries Ltd.,Energy,9.2
edelweiss-us-value-equity-offshore-fund-direct,ICICI Bank Ltd.,Financial,8.7
edelweiss-us-value-equity-offshore-fund-direct,HDFC Bank Ltd.,Financial,6.9
edelweiss-us-value-equity-offshore-fund-direct,Infosys Ltd.,Technology,6.5
edelweiss-us-value-equity-offshore-fund-direct,State Bank of India,Financial,5.3
edelweiss-us-value-equity-offshore-fund-direct,Tata Consultancy Services Ltd.,Technology,4.5
edelweiss-us-value-equity-offshore-fund-direct,Axis Bank Ltd.,Financial,3.8
edelweiss-us-value-equity-offshore-fund-direct,Solar Industries India Ltd.,Chemicals,2.9
edelweiss-us-value-equity-offshore-fund-direct,Larsen & Toubro Ltd.,Construction,2.6
edelweiss-us-value-equity-offshore-fund-direct,Adani Ports and Special Economic Zone Ltd.,Services,2.5
tata-multicap-fund-direct-growth,Reliance Industries Ltd.,Energy,9.2
tata-multicap-fund-direct-growth,ICICI Bank Ltd.,Financial,8.7
tata-multicap-fund-direct-growth,HDFC Bank Ltd.,Financial,6.9
tata-multicap-fund-direct-growth,Infosys Ltd.,Technology,6.5
tata-multicap-fund-direct-growth,State Bank of India,Financial,5.3
tata-multicap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
tata-multicap-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
tata-multicap-fund-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
tata-multicap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
tata-multicap-fund-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Reliance Industries Ltd.,Energy,9.2
mahindra-rural-bharat-and-consumption-yojana-direct-growth,ICICI Bank Ltd.,Financial,8.7
mahindra-rural-bharat-and-consumption-yojana-direct-growth,HDFC Bank Ltd.,Financial,6.9
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Infosys Ltd.,Technology,6.5
mahindra-rural-bharat-and-consumption-yojana-direct-growth,State Bank of India,Financial,5.3
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Axis Bank Ltd.,Financial,3.8
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
indiabulls-equity-hybrid-fund-direct-growth,Reliance Industries Ltd.,Energy,9.2
indiabulls-equity-hybrid-fund-direct-growth,ICICI Bank Ltd.,Financial,8.7
indiabulls-equity-hybrid-fund-direct-growth,HDFC Bank Ltd.,Financial,6.9
indiabulls-equity-hybrid-fund-direct-growth,Infosys Ltd.,Technology,6.5
indiabulls-equity-hybrid-fund-direct-growth,State Bank of India,Financial,5.3
indiabulls-equity-hybrid-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
indiabulls-equity-hybrid-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
indiabulls-equity-hybrid-fund-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
indiabulls-equity-hybrid-fund-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
indiabulls-equity-hybrid-fund-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
pgim-india-large-cap-fund-direct-plan-growth,Reliance Industries Ltd.,Energy,9.2
pgim-india-large-cap-fund-direct-plan-growth,ICICI Bank Ltd.,Financial,8.7
pgim-india-large-cap-fund-direct-plan-growth,HDFC Bank Ltd.,Financial,6.9
pgim-india-large-cap-fund-direct-plan-growth,Infosys Ltd.,Technology,6.5
pgim-india-large-cap-fund-direct-plan-growth,State Bank of India,Financial,5.3
pgim-india-large-cap-fund-direct-plan-growth,Tata Consultancy Services Ltd.,Technology,4.5
pgim-india-large-cap-fund-direct-plan-growth,Axis Bank Ltd.,Financial,3.8
pgim-india-large-cap-fund-direct-plan-growth,Solar Industries India Ltd.,Chemicals,2.9
pgim-india-large-cap-fund-direct-plan-growth,Larsen & Toubro Ltd.,Construction,2.6
pgim-india-large-cap-fund-direct-plan-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
quantum-equity-fund-of-funds-direct-growth,Reliance Industries Ltd.,Energy,9.2
quantum-equity-fund-of-funds-direct-growth,ICICI Bank Ltd.,Financial,8.7
quantum-equity-fund-of-funds-direct-growth,HDFC Bank Ltd.,Financial,6.9
quantum-equity-fund-of-funds-direct-growth,Infosys Ltd.,Technology,6.5
quantum-equity-fund-of-funds-direct-growth,State Bank of India,Financial,5.3
quantum-equity-fund-of-funds-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
quantum-equity-fund-of-funds-direct-growth,Axis Bank Ltd.,Financial,3.8
quantum-equity-fund-of-funds-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
quantum-equity-fund-of-funds-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
quantum-equity-fund-of-funds-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
icici-prudential-us-bluechip-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,9.2
icici-prudential-us-bluechip-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,8.7
icici-prudential-us-bluechip-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,6.9
icici-prudential-us-bluechip-equity-fund-direct-growth,Infosys Ltd.,Technology,6.5
icici-prudential-us-bluechip-equity-fund-direct-growth,State Bank of India,Financial,5.3
icici-prudential-us-bluechip-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
icici-prudential-us-bluechip-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
icici-prudential-us-bluechip-equity-fund-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
icici-prudential-us-bluechip-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
